task,model,run,build_ok,test_ok,in_tok,out_tok,cost_usd,latency_s,workdir
bug2-ownercontroller,qwen/qwen3-coder,2,True,False,1474,1362,0.0028,11.9,results\bug2-ownercontroller__qwen_qwen3-coder__r2
bug2-ownercontroller,qwen/qwen3-coder,3,True,False,1474,1361,0.0028,16.3,results\bug2-ownercontroller__qwen_qwen3-coder__r3
bug2-ownercontroller,deepseek/deepseek-v4-pro,1,True,False,1614,1508,0.002,15.0,results\bug2-ownercontroller__deepseek_deepseek-v4-pro__r1
bug2-ownercontroller,deepseek/deepseek-v4-pro,2,True,False,1614,1508,0.002,14.7,results\bug2-ownercontroller__deepseek_deepseek-v4-pro__r2
bug2-ownercontroller,deepseek/deepseek-v4-pro,3,True,False,1614,1508,0.002,29.0,results\bug2-ownercontroller__deepseek_deepseek-v4-pro__r3
bug2-ownercontroller,z-ai/glm-5.2,1,False,False,1471,1841,0.0088,14.8,results\bug2-ownercontroller__z-ai_glm-5.2__r1
bug2-ownercontroller,z-ai/glm-5.2,2,False,False,1471,1722,0.0084,41.5,results\bug2-ownercontroller__z-ai_glm-5.2__r2
bug2-ownercontroller,z-ai/glm-5.2,3,True,False,1471,1865,0.0089,26.9,results\bug2-ownercontroller__z-ai_glm-5.2__r3
bug2-ownercontroller,minimax/minimax-m2.7,1,False,False,1592,2108,0.0025,24.0,results\bug2-ownercontroller__minimax_minimax-m2.7__r1
bug2-ownercontroller,minimax/minimax-m2.7,2,True,False,1591,1844,0.0022,6.3,results\bug2-ownercontroller__minimax_minimax-m2.7__r2
bug2-ownercontroller,minimax/minimax-m2.7,3,False,False,1591,1878,0.0023,7.1,results\bug2-ownercontroller__minimax_minimax-m2.7__r3
sb-feat1-name-length,qwen/qwen3.7-plus,1,False,False,623,3275,0.0044,60.6,results\sb-feat1-name-length__qwen_qwen3.7-plus__r1
sb-feat1-name-length,qwen/qwen3.7-plus,2,True,True,623,3097,0.0042,57.8,results\sb-feat1-name-length__qwen_qwen3.7-plus__r2
sb-feat1-name-length,qwen/qwen3.7-plus,3,False,False,623,3114,0.0042,57.6,results\sb-feat1-name-length__qwen_qwen3.7-plus__r3
sb-feat1-name-length,google/gemini-3.1-flash-lite,1,True,True,641,521,0.0009,4.8,results\sb-feat1-name-length__google_gemini-3.1-flash-lite__r1
sb-feat1-name-length,google/gemini-3.1-flash-lite,2,True,True,641,521,0.0009,2.4,results\sb-feat1-name-length__google_gemini-3.1-flash-lite__r2
sb-feat1-name-length,google/gemini-3.1-flash-lite,3,True,True,640,521,0.0009,2.5,results\sb-feat1-name-length__google_gemini-3.1-flash-lite__r3
sb-feat1-name-length,qwen/qwen3-coder-next,1,False,False,573,477,0.0004,2.8,results\sb-feat1-name-length__qwen_qwen3-coder-next__r1
sb-feat1-name-length,qwen/qwen3-coder-next,2,False,False,573,462,0.0004,11.7,results\sb-feat1-name-length__qwen_qwen3-coder-next__r2
sb-feat1-name-length,qwen/qwen3-coder-next,3,False,False,573,493,0.0005,17.0,results\sb-feat1-name-length__qwen_qwen3-coder-next__r3
sb-feat1-name-length,tencent/hy3-preview,1,False,False,592,1308,0.0004,17.0,results\sb-feat1-name-length__tencent_hy3-preview__r1
sb-feat1-name-length,tencent/hy3-preview,2,False,False,592,2100,0.0006,38.7,results\sb-feat1-name-length__tencent_hy3-preview__r2
sb-feat1-name-length,tencent/hy3-preview,3,True,True,592,1513,0.0004,16.7,results\sb-feat1-name-length__tencent_hy3-preview__r3
sb-feat1-name-length,qwen/qwen3-coder,1,False,False,573,473,0.001,5.7,results\sb-feat1-name-length__qwen_qwen3-coder__r1
sb-feat1-name-length,qwen/qwen3-coder,2,False,False,573,473,0.001,5.8,results\sb-feat1-name-length__qwen_qwen3-coder__r2
sb-feat1-name-length,qwen/qwen3-coder,3,False,False,573,473,0.001,5.3,results\sb-feat1-name-length__qwen_qwen3-coder__r3
sb-feat1-name-length,deepseek/deepseek-v4-pro,1,False,False,595,1045,0.0012,22.0,results\sb-feat1-name-length__deepseek_deepseek-v4-pro__r1
sb-feat1-name-length,deepseek/deepseek-v4-pro,2,True,True,595,1469,0.0015,17.2,results\sb-feat1-name-length__deepseek_deepseek-v4-pro__r2
sb-feat1-name-length,deepseek/deepseek-v4-pro,3,True,True,595,1221,0.0013,23.1,results\sb-feat1-name-length__deepseek_deepseek-v4-pro__r3
sb-feat1-name-length,z-ai/glm-5.2,1,True,True,567,1550,0.0068,18.6,results\sb-feat1-name-length__z-ai_glm-5.2__r1
sb-feat1-name-length,z-ai/glm-5.2,2,True,True,567,1285,0.0057,59.8,results\sb-feat1-name-length__z-ai_glm-5.2__r2
sb-feat1-name-length,z-ai/glm-5.2,3,True,True,567,910,0.0042,33.0,results\sb-feat1-name-length__z-ai_glm-5.2__r3
sb-feat1-name-length,minimax/minimax-m2.7,1,False,False,606,2088,0.0022,8.0,results\sb-feat1-name-length__minimax_minimax-m2.7__r1
sb-feat1-name-length,minimax/minimax-m2.7,2,False,False,606,1546,0.0017,5.8,results\sb-feat1-name-length__minimax_minimax-m2.7__r2
sb-feat1-name-length,minimax/minimax-m2.7,3,False,False,606,2097,0.0022,39.7,results\sb-feat1-name-length__minimax_minimax-m2.7__r3
ng-bug1-missing-input,minimax/minimax-m3,1,True,True,1208,1064,0.0016,15.4,results\ng-bug1-missing-input__minimax_minimax-m3__r1
ng-bug1-missing-input,minimax/minimax-m3,1,True,True,1208,1105,0.0017,15.0,results\ng-bug1-missing-input__minimax_minimax-m3__r1
ng-bug1-missing-input,minimax/minimax-m3,2,True,True,1208,1086,0.0017,14.9,results\ng-bug1-missing-input__minimax_minimax-m3__r2
ng-bug1-missing-input,deepseek/deepseek-v4-flash,1,True,True,1070,1126,0.0003,10.9,results\ng-bug1-missing-input__deepseek_deepseek-v4-flash__r1
ng-bug1-missing-input,deepseek/deepseek-v4-flash,2,True,True,1070,1096,0.0003,9.3,results\ng-bug1-missing-input__deepseek_deepseek-v4-flash__r2
ng-bug1-missing-input,deepseek/deepseek-v4-flash,3,True,True,1070,983,0.0003,9.7,results\ng-bug1-missing-input__deepseek_deepseek-v4-flash__r3
ng-bug1-missing-input,z-ai/glm-4.7,1,True,True,999,1484,0.003,31.0,results\ng-bug1-missing-input__z-ai_glm-4.7__r1
ng-bug1-missing-input,z-ai/glm-4.7,2,True,True,999,1521,0.0031,23.4,results\ng-bug1-missing-input__z-ai_glm-4.7__r2
ng-bug1-missing-input,z-ai/glm-4.7,3,True,True,999,2353,0.0045,84.2,results\ng-bug1-missing-input__z-ai_glm-4.7__r3
ng-feat1-reading-time,minimax/minimax-m3,1,True,True,683,452,0.0007,4.5,results\ng-feat1-reading-time__minimax_minimax-m3__r1
ng-feat1-reading-time,minimax/minimax-m3,2,True,True,696,2306,0.003,22.7,results\ng-feat1-reading-time__minimax_minimax-m3__r2
ng-feat1-reading-time,minimax/minimax-m3,3,True,True,696,4227,0.0053,48.4,results\ng-feat1-reading-time__minimax_minimax-m3__r3
ng-feat1-reading-time,deepseek/deepseek-v4-flash,1,True,True,539,956,0.0002,8.9,results\ng-feat1-reading-time__deepseek_deepseek-v4-flash__r1
ng-feat1-reading-time,deepseek/deepseek-v4-flash,2,True,True,539,949,0.0002,54.2,results\ng-feat1-reading-time__deepseek_deepseek-v4-flash__r2
ng-feat1-reading-time,deepseek/deepseek-v4-flash,3,True,True,539,904,0.0002,8.8,results\ng-feat1-reading-time__deepseek_deepseek-v4-flash__r3
ng-feat1-reading-time,z-ai/glm-4.7,1,True,True,511,2422,0.0044,18.5,results\ng-feat1-reading-time__z-ai_glm-4.7__r1
ng-feat1-reading-time,z-ai/glm-4.7,2,True,True,511,2231,0.0041,33.6,results\ng-feat1-reading-time__z-ai_glm-4.7__r2
ng-feat1-reading-time,z-ai/glm-4.7,3,True,True,511,1818,0.0034,27.3,results\ng-feat1-reading-time__z-ai_glm-4.7__r3
ng-feat2-service-search,minimax/minimax-m3,1,True,True,854,924,0.0014,13.1,results\ng-feat2-service-search__minimax_minimax-m3__r1
ng-feat2-service-search,minimax/minimax-m3,2,True,True,854,929,0.0014,12.9,results\ng-feat2-service-search__minimax_minimax-m3__r2
ng-feat2-service-search,minimax/minimax-m3,3,True,True,854,1040,0.0015,13.5,results\ng-feat2-service-search__minimax_minimax-m3__r3
ng-feat2-service-search,deepseek/deepseek-v4-flash,1,True,True,690,970,0.0002,8.3,results\ng-feat2-service-search__deepseek_deepseek-v4-flash__r1
ng-feat2-service-search,deepseek/deepseek-v4-flash,2,True,True,690,863,0.0002,9.0,results\ng-feat2-service-search__deepseek_deepseek-v4-flash__r2
ng-feat2-service-search,deepseek/deepseek-v4-flash,3,True,True,690,846,0.0002,8.3,results\ng-feat2-service-search__deepseek_deepseek-v4-flash__r3
ng-feat2-service-search,z-ai/glm-4.7,1,True,True,632,2135,0.004,54.6,results\ng-feat2-service-search__z-ai_glm-4.7__r1
ng-feat2-service-search,z-ai/glm-4.7,2,True,True,632,2071,0.0039,30.3,results\ng-feat2-service-search__z-ai_glm-4.7__r2
ng-feat2-service-search,z-ai/glm-4.7,3,True,True,632,2125,0.004,29.8,results\ng-feat2-service-search__z-ai_glm-4.7__r3
ng-bug1-missing-input,qwen/qwen3.7-plus,1,True,True,1125,2353,0.0034,44.7,results\ng-bug1-missing-input__qwen_qwen3.7-plus__r1
ng-bug1-missing-input,qwen/qwen3.7-plus,2,True,True,1125,1334,0.0021,26.1,results\ng-bug1-missing-input__qwen_qwen3.7-plus__r2
ng-bug1-missing-input,qwen/qwen3.7-plus,3,True,True,1125,2351,0.0034,44.2,results\ng-bug1-missing-input__qwen_qwen3.7-plus__r3
ng-bug1-missing-input,google/gemini-3.1-flash-lite,1,True,True,1215,1132,0.002,4.2,results\ng-bug1-missing-input__google_gemini-3.1-flash-lite__r1
ng-bug1-missing-input,google/gemini-3.1-flash-lite,2,True,True,1215,1132,0.002,4.2,results\ng-bug1-missing-input__google_gemini-3.1-flash-lite__r2
ng-bug1-missing-input,google/gemini-3.1-flash-lite,3,True,True,1214,1132,0.002,4.6,results\ng-bug1-missing-input__google_gemini-3.1-flash-lite__r3
ng-bug1-missing-input,qwen/qwen3-coder-next,1,True,True,1002,914,0.0008,5.0,results\ng-bug1-missing-input__qwen_qwen3-coder-next__r1
ng-bug1-missing-input,qwen/qwen3-coder-next,2,True,True,1002,914,0.0008,24.0,results\ng-bug1-missing-input__qwen_qwen3-coder-next__r2
ng-bug1-missing-input,qwen/qwen3-coder-next,3,True,True,1002,914,0.0008,5.0,results\ng-bug1-missing-input__qwen_qwen3-coder-next__r3
ng-bug1-missing-input,tencent/hy3-preview,1,True,True,1069,1277,0.0004,24.2,results\ng-bug1-missing-input__tencent_hy3-preview__r1
ng-bug1-missing-input,tencent/hy3-preview,2,True,True,1069,1492,0.0005,14.5,results\ng-bug1-missing-input__tencent_hy3-preview__r2
ng-bug1-missing-input,tencent/hy3-preview,3,True,True,1069,1401,0.0004,25.2,results\ng-bug1-missing-input__tencent_hy3-preview__r3
ng-bug1-missing-input,qwen/qwen3-coder,1,True,True,1002,913,0.0019,10.4,results\ng-bug1-missing-input__qwen_qwen3-coder__r1
ng-bug1-missing-input,qwen/qwen3-coder,2,True,True,1002,914,0.0019,8.3,results\ng-bug1-missing-input__qwen_qwen3-coder__r2
ng-bug1-missing-input,qwen/qwen3-coder,3,True,True,1002,913,0.0019,12.7,results\ng-bug1-missing-input__qwen_qwen3-coder__r3
ng-bug1-missing-input,deepseek/deepseek-v4-pro,1,True,True,1070,1158,0.0015,11.8,results\ng-bug1-missing-input__deepseek_deepseek-v4-pro__r1
ng-bug1-missing-input,deepseek/deepseek-v4-pro,2,True,True,1070,1187,0.0015,12.5,results\ng-bug1-missing-input__deepseek_deepseek-v4-pro__r2
ng-bug1-missing-input,deepseek/deepseek-v4-pro,3,True,True,1070,1290,0.0016,14.5,results\ng-bug1-missing-input__deepseek_deepseek-v4-pro__r3
ng-bug1-missing-input,z-ai/glm-5.2,1,True,True,1006,1039,0.0052,7.3,results\ng-bug1-missing-input__z-ai_glm-5.2__r1
ng-bug1-missing-input,z-ai/glm-5.2,2,True,True,1006,1009,0.005,32.9,results\ng-bug1-missing-input__z-ai_glm-5.2__r2
ng-bug1-missing-input,z-ai/glm-5.2,3,True,True,1006,1050,0.0052,10.7,results\ng-bug1-missing-input__z-ai_glm-5.2__r3
ng-bug1-missing-input,minimax/minimax-m2.7,1,True,True,1073,2218,0.0025,31.9,results\ng-bug1-missing-input__minimax_minimax-m2.7__r1
ng-bug1-missing-input,minimax/minimax-m2.7,2,True,True,1073,2247,0.0025,41.7,results\ng-bug1-missing-input__minimax_minimax-m2.7__r2
ng-bug1-missing-input,minimax/minimax-m2.7,3,True,True,1073,3019,0.0033,48.3,results\ng-bug1-missing-input__minimax_minimax-m2.7__r3
ng-feat1-reading-time,qwen/qwen3.7-plus,1,True,True,570,1393,0.002,27.0,results\ng-feat1-reading-time__qwen_qwen3.7-plus__r1
ng-feat1-reading-time,qwen/qwen3.7-plus,2,True,True,570,1196,0.0017,25.1,results\ng-feat1-reading-time__qwen_qwen3.7-plus__r2
ng-feat1-reading-time,qwen/qwen3.7-plus,3,True,True,570,2492,0.0034,46.4,results\ng-feat1-reading-time__qwen_qwen3.7-plus__r3
ng-feat1-reading-time,google/gemini-3.1-flash-lite,1,True,True,580,531,0.0009,2.8,results\ng-feat1-reading-time__google_gemini-3.1-flash-lite__r1
ng-feat1-reading-time,google/gemini-3.1-flash-lite,2,True,True,580,531,0.0009,2.7,results\ng-feat1-reading-time__google_gemini-3.1-flash-lite__r2
ng-feat1-reading-time,google/gemini-3.1-flash-lite,3,True,True,580,538,0.001,2.5,results\ng-feat1-reading-time__google_gemini-3.1-flash-lite__r3
ng-feat1-reading-time,qwen/qwen3-coder-next,1,True,True,517,447,0.0004,9.3,results\ng-feat1-reading-time__qwen_qwen3-coder-next__r1
ng-feat1-reading-time,qwen/qwen3-coder-next,2,True,True,517,446,0.0004,3.9,results\ng-feat1-reading-time__qwen_qwen3-coder-next__r2
ng-feat1-reading-time,qwen/qwen3-coder-next,3,True,True,517,453,0.0004,3.2,results\ng-feat1-reading-time__qwen_qwen3-coder-next__r3
ng-feat1-reading-time,tencent/hy3-preview,1,True,True,545,2218,0.0006,23.7,results\ng-feat1-reading-time__tencent_hy3-preview__r1
ng-feat1-reading-time,tencent/hy3-preview,2,True,True,545,4987,0.0013,57.7,results\ng-feat1-reading-time__tencent_hy3-preview__r2
ng-feat1-reading-time,tencent/hy3-preview,3,True,True,545,3728,0.001,41.9,results\ng-feat1-reading-time__tencent_hy3-preview__r3
ng-feat1-reading-time,qwen/qwen3-coder,1,True,True,517,452,0.0009,7.2,results\ng-feat1-reading-time__qwen_qwen3-coder__r1
ng-feat1-reading-time,qwen/qwen3-coder,2,True,True,517,450,0.0009,11.3,results\ng-feat1-reading-time__qwen_qwen3-coder__r2
ng-feat1-reading-time,qwen/qwen3-coder,3,True,True,517,460,0.0009,3.9,results\ng-feat1-reading-time__qwen_qwen3-coder__r3
ng-feat1-reading-time,deepseek/deepseek-v4-pro,1,True,True,539,939,0.0011,11.9,results\ng-feat1-reading-time__deepseek_deepseek-v4-pro__r1
ng-feat1-reading-time,deepseek/deepseek-v4-pro,2,True,True,539,929,0.001,26.7,results\ng-feat1-reading-time__deepseek_deepseek-v4-pro__r2
ng-feat1-reading-time,deepseek/deepseek-v4-pro,3,True,True,539,861,0.001,15.5,results\ng-feat1-reading-time__deepseek_deepseek-v4-pro__r3
ng-feat1-reading-time,z-ai/glm-5.2,1,True,True,518,1807,0.0077,48.9,results\ng-feat1-reading-time__z-ai_glm-5.2__r1
ng-feat1-reading-time,z-ai/glm-5.2,2,True,True,518,1266,0.0056,24.3,results\ng-feat1-reading-time__z-ai_glm-5.2__r2
ng-feat1-reading-time,z-ai/glm-5.2,3,True,True,518,1763,0.0076,27.6,results\ng-feat1-reading-time__z-ai_glm-5.2__r3
ng-feat1-reading-time,minimax/minimax-m2.7,1,True,True,561,933,0.0011,16.4,results\ng-feat1-reading-time__minimax_minimax-m2.7__r1
ng-feat1-reading-time,minimax/minimax-m2.7,2,True,True,558,863,0.001,8.3,results\ng-feat1-reading-time__minimax_minimax-m2.7__r2
ng-feat1-reading-time,minimax/minimax-m2.7,3,True,True,561,1383,0.0015,26.7,results\ng-feat1-reading-time__minimax_minimax-m2.7__r3
ng-feat2-service-search,qwen/qwen3.7-plus,1,True,True,694,2661,0.0036,50.4,results\ng-feat2-service-search__qwen_qwen3.7-plus__r1
ng-feat2-service-search,qwen/qwen3.7-plus,2,True,True,694,2520,0.0034,47.7,results\ng-feat2-service-search__qwen_qwen3.7-plus__r2
ng-feat2-service-search,qwen/qwen3.7-plus,3,True,True,694,1935,0.0027,36.6,results\ng-feat2-service-search__qwen_qwen3.7-plus__r3
ng-feat2-service-search,google/gemini-3.1-flash-lite,1,True,True,761,711,0.0013,3.7,results\ng-feat2-service-search__google_gemini-3.1-flash-lite__r1
ng-feat2-service-search,google/gemini-3.1-flash-lite,2,True,True,760,711,0.0013,3.3,results\ng-feat2-service-search__google_gemini-3.1-flash-lite__r2
ng-feat2-service-search,google/gemini-3.1-flash-lite,3,True,True,761,711,0.0013,3.1,results\ng-feat2-service-search__google_gemini-3.1-flash-lite__r3
ng-feat2-service-search,qwen/qwen3-coder-next,1,True,True,636,571,0.0005,8.5,results\ng-feat2-service-search__qwen_qwen3-coder-next__r1
ng-feat2-service-search,qwen/qwen3-coder-next,2,True,True,636,571,0.0005,15.1,results\ng-feat2-service-search__qwen_qwen3-coder-next__r2
ng-feat2-service-search,qwen/qwen3-coder-next,3,True,True,636,571,0.0005,5.9,results\ng-feat2-service-search__qwen_qwen3-coder-next__r3
ng-feat2-service-search,tencent/hy3-preview,1,True,True,700,2369,0.0007,40.6,results\ng-feat2-service-search__tencent_hy3-preview__r1
ng-feat2-service-search,tencent/hy3-preview,2,True,True,700,2173,0.0006,43.5,results\ng-feat2-service-search__tencent_hy3-preview__r2
ng-feat2-service-search,tencent/hy3-preview,3,True,True,700,2534,0.0007,46.8,results\ng-feat2-service-search__tencent_hy3-preview__r3
ng-feat2-service-search,qwen/qwen3-coder,1,True,True,636,566,0.0012,6.9,results\ng-feat2-service-search__qwen_qwen3-coder__r1
ng-feat2-service-search,qwen/qwen3-coder,2,True,True,636,566,0.0012,9.6,results\ng-feat2-service-search__qwen_qwen3-coder__r2
