task,model,run,build_ok,test_ok,in_tok,out_tok,cost_usd,latency_s,workdir
bug1-petvalidator,qwen/qwen3-coder,3,True,True,529,429,0.0009,5.0,results\bug1-petvalidator__qwen_qwen3-coder__r3
bug1-petvalidator,deepseek/deepseek-v4-pro,1,True,True,555,448,0.0006,8.7,results\bug1-petvalidator__deepseek_deepseek-v4-pro__r1
bug1-petvalidator,deepseek/deepseek-v4-pro,2,True,True,555,444,0.0006,10.4,results\bug1-petvalidator__deepseek_deepseek-v4-pro__r2
bug1-petvalidator,deepseek/deepseek-v4-pro,3,True,False,555,444,0.0006,12.1,results\bug1-petvalidator__deepseek_deepseek-v4-pro__r3
bug1-petvalidator,z-ai/glm-5.2,1,True,False,526,837,0.0039,8.5,results\bug1-petvalidator__z-ai_glm-5.2__r1
bug1-petvalidator,z-ai/glm-5.2,2,True,False,526,792,0.0037,10.8,results\bug1-petvalidator__z-ai_glm-5.2__r2
bug1-petvalidator,z-ai/glm-5.2,3,True,False,526,1115,0.005,15.4,results\bug1-petvalidator__z-ai_glm-5.2__r3
bug1-petvalidator,minimax/minimax-m2.7,1,True,False,552,832,0.001,12.3,results\bug1-petvalidator__minimax_minimax-m2.7__r1
bug1-petvalidator,minimax/minimax-m2.7,2,False,False,555,815,0.001,14.9,results\bug1-petvalidator__minimax_minimax-m2.7__r2
bug1-petvalidator,minimax/minimax-m2.7,3,True,False,551,3920,0.0041,19.8,results\bug1-petvalidator__minimax_minimax-m2.7__r3
bug2-ownercontroller,qwen/qwen3.7-plus,1,True,False,1597,3895,0.0055,71.8,results\bug2-ownercontroller__qwen_qwen3.7-plus__r1
bug2-ownercontroller,qwen/qwen3.7-plus,2,True,True,1597,2586,0.0038,48.4,results\bug2-ownercontroller__qwen_qwen3.7-plus__r2
bug2-ownercontroller,qwen/qwen3.7-plus,3,True,True,1597,3865,0.0055,71.4,results\bug2-ownercontroller__qwen_qwen3.7-plus__r3
bug2-ownercontroller,google/gemini-3.1-flash-lite,1,True,True,1751,1662,0.0029,6.2,results\bug2-ownercontroller__google_gemini-3.1-flash-lite__r1
bug2-ownercontroller,google/gemini-3.1-flash-lite,2,True,True,1751,1662,0.0029,9.2,results\bug2-ownercontroller__google_gemini-3.1-flash-lite__r2
bug2-ownercontroller,google/gemini-3.1-flash-lite,3,True,True,1752,1662,0.0029,4.9,results\bug2-ownercontroller__google_gemini-3.1-flash-lite__r3
bug2-ownercontroller,qwen/qwen3-coder-next,1,True,True,1474,1363,0.0013,40.1,results\bug2-ownercontroller__qwen_qwen3-coder-next__r1
bug2-ownercontroller,qwen/qwen3-coder-next,2,True,True,1474,1363,0.0013,11.6,results\bug2-ownercontroller__qwen_qwen3-coder-next__r2
bug2-ownercontroller,qwen/qwen3-coder-next,3,True,True,1474,1363,0.0013,31.4,results\bug2-ownercontroller__qwen_qwen3-coder-next__r3
bug2-ownercontroller,tencent/hy3-preview,1,True,True,1595,3796,0.0011,66.4,results\bug2-ownercontroller__tencent_hy3-preview__r1
bug2-ownercontroller,tencent/hy3-preview,2,True,True,1595,2006,0.0006,19.1,results\bug2-ownercontroller__tencent_hy3-preview__r2
bug2-ownercontroller,tencent/hy3-preview,3,True,True,1595,2645,0.0008,26.5,results\bug2-ownercontroller__tencent_hy3-preview__r3
bug2-ownercontroller,qwen/qwen3-coder,1,True,True,1474,1361,0.0028,15.2,results\bug2-ownercontroller__qwen_qwen3-coder__r1
bug2-ownercontroller,qwen/qwen3-coder,2,True,False,1474,1362,0.0028,11.9,results\bug2-ownercontroller__qwen_qwen3-coder__r2
bug2-ownercontroller,qwen/qwen3-coder,3,True,False,1474,1361,0.0028,16.3,results\bug2-ownercontroller__qwen_qwen3-coder__r3
bug2-ownercontroller,deepseek/deepseek-v4-pro,1,True,False,1614,1508,0.002,15.0,results\bug2-ownercontroller__deepseek_deepseek-v4-pro__r1
bug2-ownercontroller,deepseek/deepseek-v4-pro,2,True,False,1614,1508,0.002,14.7,results\bug2-ownercontroller__deepseek_deepseek-v4-pro__r2
bug2-ownercontroller,deepseek/deepseek-v4-pro,3,True,False,1614,1508,0.002,29.0,results\bug2-ownercontroller__deepseek_deepseek-v4-pro__r3
bug2-ownercontroller,z-ai/glm-5.2,1,False,False,1471,1841,0.0088,14.8,results\bug2-ownercontroller__z-ai_glm-5.2__r1
bug2-ownercontroller,z-ai/glm-5.2,2,False,False,1471,1722,0.0084,41.5,results\bug2-ownercontroller__z-ai_glm-5.2__r2
bug2-ownercontroller,z-ai/glm-5.2,3,True,False,1471,1865,0.0089,26.9,results\bug2-ownercontroller__z-ai_glm-5.2__r3
bug2-ownercontroller,minimax/minimax-m2.7,1,False,False,1592,2108,0.0025,24.0,results\bug2-ownercontroller__minimax_minimax-m2.7__r1
bug2-ownercontroller,minimax/minimax-m2.7,2,True,False,1591,1844,0.0022,6.3,results\bug2-ownercontroller__minimax_minimax-m2.7__r2
bug2-ownercontroller,minimax/minimax-m2.7,3,False,False,1591,1878,0.0023,7.1,results\bug2-ownercontroller__minimax_minimax-m2.7__r3
sb-feat1-name-length,qwen/qwen3.7-plus,1,False,False,623,3275,0.0044,60.6,results\sb-feat1-name-length__qwen_qwen3.7-plus__r1
sb-feat1-name-length,qwen/qwen3.7-plus,2,True,True,623,3097,0.0042,57.8,results\sb-feat1-name-length__qwen_qwen3.7-plus__r2
sb-feat1-name-length,qwen/qwen3.7-plus,3,False,False,623,3114,0.0042,57.6,results\sb-feat1-name-length__qwen_qwen3.7-plus__r3
sb-feat1-name-length,google/gemini-3.1-flash-lite,1,True,True,641,521,0.0009,4.8,results\sb-feat1-name-length__google_gemini-3.1-flash-lite__r1
sb-feat1-name-length,google/gemini-3.1-flash-lite,2,True,True,641,521,0.0009,2.4,results\sb-feat1-name-length__google_gemini-3.1-flash-lite__r2
sb-feat1-name-length,google/gemini-3.1-flash-lite,3,True,True,640,521,0.0009,2.5,results\sb-feat1-name-length__google_gemini-3.1-flash-lite__r3
sb-feat1-name-length,qwen/qwen3-coder-next,1,False,False,573,477,0.0004,2.8,results\sb-feat1-name-length__qwen_qwen3-coder-next__r1
sb-feat1-name-length,qwen/qwen3-coder-next,2,False,False,573,462,0.0004,11.7,results\sb-feat1-name-length__qwen_qwen3-coder-next__r2
sb-feat1-name-length,qwen/qwen3-coder-next,3,False,False,573,493,0.0005,17.0,results\sb-feat1-name-length__qwen_qwen3-coder-next__r3
sb-feat1-name-length,tencent/hy3-preview,1,False,False,592,1308,0.0004,17.0,results\sb-feat1-name-length__tencent_hy3-preview__r1
sb-feat1-name-length,tencent/hy3-preview,2,False,False,592,2100,0.0006,38.7,results\sb-feat1-name-length__tencent_hy3-preview__r2
sb-feat1-name-length,tencent/hy3-preview,3,True,True,592,1513,0.0004,16.7,results\sb-feat1-name-length__tencent_hy3-preview__r3
sb-feat1-name-length,qwen/qwen3-coder,1,False,False,573,473,0.001,5.7,results\sb-feat1-name-length__qwen_qwen3-coder__r1
sb-feat1-name-length,qwen/qwen3-coder,2,False,False,573,473,0.001,5.8,results\sb-feat1-name-length__qwen_qwen3-coder__r2
sb-feat1-name-length,qwen/qwen3-coder,3,False,False,573,473,0.001,5.3,results\sb-feat1-name-length__qwen_qwen3-coder__r3
sb-feat1-name-length,deepseek/deepseek-v4-pro,1,False,False,595,1045,0.0012,22.0,results\sb-feat1-name-length__deepseek_deepseek-v4-pro__r1
sb-feat1-name-length,deepseek/deepseek-v4-pro,2,True,True,595,1469,0.0015,17.2,results\sb-feat1-name-length__deepseek_deepseek-v4-pro__r2
sb-feat1-name-length,deepseek/deepseek-v4-pro,3,True,True,595,1221,0.0013,23.1,results\sb-feat1-name-length__deepseek_deepseek-v4-pro__r3
sb-feat1-name-length,z-ai/glm-5.2,1,True,True,567,1550,0.0068,18.6,results\sb-feat1-name-length__z-ai_glm-5.2__r1
sb-feat1-name-length,z-ai/glm-5.2,2,True,True,567,1285,0.0057,59.8,results\sb-feat1-name-length__z-ai_glm-5.2__r2
sb-feat1-name-length,z-ai/glm-5.2,3,True,True,567,910,0.0042,33.0,results\sb-feat1-name-length__z-ai_glm-5.2__r3
sb-feat1-name-length,minimax/minimax-m2.7,1,False,False,606,2088,0.0022,8.0,results\sb-feat1-name-length__minimax_minimax-m2.7__r1
sb-feat1-name-length,minimax/minimax-m2.7,2,False,False,606,1546,0.0017,5.8,results\sb-feat1-name-length__minimax_minimax-m2.7__r2
sb-feat1-name-length,minimax/minimax-m2.7,3,False,False,606,2097,0.0022,39.7,results\sb-feat1-name-length__minimax_minimax-m2.7__r3
